Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
4/11/20 15:03,Maryland,2020-03-16,State-wide,,,,Banned gatherings of a certain size,50,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC."" and ""On March 12, Governor Hogan declared all Maryland public schools were to be closed from March 16 through April 24, "" and ""On March 16, Governor Hogan signed an executive order banning gatherings of over 50 people as recommended by the CDC. He also ordered all bars, restaurants, gyms, and movie theaters throughout the state to close to prevent further spreading of the coronavirus beginning at 5:00 p.m. the same day. """,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Maryland#Government_response
4/14/20 10:02,Michigan,2020-03-16,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 16, Whitmer ordered restaurants and bars to suspend on-site dining, allowing only take-out and delivery service.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:44,Montana,2020-03-16,State-wide,,,,Suggested limiting of gatherings,,Schools closed,,,"""Mid-day March 15, Governor Bullock issued an executive order that closed all public schools in the state for two weeks beginning March 16 and lasting until March 27. In addition, the governor ordered the suspension of all nursing home visits with the exception of end-of-life situations. Governor Bullock also suggested, but did not ban, the gathering of all groups over 50 people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montana
4/14/20 14:17,New Hampshire,2020-03-16,State-wide,,,,Banned gatherings of a certain size,50,,Bar and dine-in restaurant closed (except take-out and delivery),,"""... and on March 16, 2020 the closure of restaurants and bars except for takeout and delivery and a limit on gatherings of more than fifty people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Hampshire
4/14/20 14:23,New Jersey,2020-03-16,State-wide,,,Night-time curfew,Banned gatherings of a certain size,50,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Gatherings of 50 or more people were prohibited, in line with federal guidelines. Governor Murphy suggested a statewide curfew of 8 p.m. All bars, casinos, gyms, movie theaters, and restaurants were closed indefinitely on the 16th at 8 p.m., though bars and restaurants were allowed to remain open for delivery or takeout only. """,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_Jersey#Government_response
4/14/20 14:35,New York,2020-03-16,"New York City, Westchester, Suffolk, and Nassau",,,,,,Schools closed,,,"""On March 15, Cuomo announced that New York City schools would close the following day through April 20, and gave the city 24 hours to come up with a plan for child care and food."" and ""Public schools in Westchester, Suffolk, and Nassau would close on March 16 and stay closed for two weeks.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/20 17:31,Ohio,2020-03-16,State-wide,,,,Banned gatherings of a certain size,50,Schools closed,,Some (cherry-picked) businesses closed,"""... and the following day closed bowling alleys, fitness centers, gyms, movie theaters, public recreation centers, trampoline parks, and water parks, and banned gatherings of more than 50 people""  and ""On March 12, DeWine announced that all schools from K-12 would close for a 3-week break, starting March 16""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:41,Pennsylvania,2020-03-16,State-wide,,,,,,,,Non-essential businesses closed,"""As of March 16, in Philadelphia only essential commercial establishments may remain open, including: grocery stores, pharmacies, daycare centers, hardware stores, gas stations, banks, post offices, laundromats, and veterinary clinics.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:08,Rhode Island,2020-03-16,State-wide,,,,,,Schools closed,,,"""March 16, public schools are closed onward.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:25,South Dakota,2020-03-16,State-wide,,,,,,Schools closed,,,"""School are closed beginning March 16.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Dakota
4/13/20 12:18,Vermont,2020-03-16,State-wide,,,,Banned gatherings of a certain size,50,,,,"""On March 16, Governor Scott announced his emergency declaration would be amended to limit public gatherings to either 50 people or 50% occupancy.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 12:19,Vermont,2020-03-16,Burlington,,,,,,,,Non-essential businesses closed,"""All nonessential city services will also be suspended from Wednesday, March 18, through at least April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 11:38,West Virginia,2020-03-16,State-wide,State of Emergency declared,,,,,,,,"""On March 16, Justice declared a state of emergency."" ",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 11:21,Wisconsin,2020-03-16,State-wide,,,,Banned gatherings of a certain size,60,,,,"""On March 16, Evers announced restrictions on the number of people that could be present at childcare facilities, limiting it to 10 staff and 50 children at the same time.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/10/20 15:20,Arizona,2020-03-17,Tucson and Phoenix,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Non-essential businesses closed,"""Tucson mayor Regina Romero declared a local emergency on March 17,[18] ordering many businesses to close, limiting restaurants to drive-thru and takeout. The emergency proclamation was released on the afternoon of St. Patrick's Day, one of the busiest drinking days of the year. All bars, theaters, museums, gyms, bowling alleys and other recreation and entertainment businesses were under a mandatory shutdown as of 8 p.m. and remain closed through the end of March. Among the exceptions: grocery stores, pharmacies, food pantries, banks, or vendors located at universities, houses of worship, at care homes and the Tucson airport."" and ""Similar emergency declarations were announced by other city governments in the Phoenix area, led by mayor Kate Gallego of the city of Phoenix.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona
4/10/20 16:16,Arkansas,2020-03-17,State-wide,,,,,,Schools closed,,,"""On March 15, Hutchinson reported during a press conference that all public schools in the state would be closing starting on March 17.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#Arkansas
4/10/20 16:28,California,2020-03-17,"Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara.",,,Shelter-in-place order,,,,,,"""On March 16, the health officers of Alameda, Contra Costa, Marin, San Francisco, San Mateo, and Santa Clara counties announced, with the City of Berkeley, a legal order directing their respective residents to shelter in place for three weeks beginning midnight March 17 ....""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_California#Government_response
4/11/20 11:22,Florida,2020-03-17,State-wide,,,,,,Schools closed,,Some (cherry-picked) businesses closed,"""On March 17, he ordered all bars and nightclubs to be closed for 30 days, extended school closures to April 15, and cancelled state-mandated school testing.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response
4/11/20 12:15,Idaho,2020-03-17,Blaine,,,Shelter-in-place order,,,,,,"""On March 17, Blaine County imposed a stay-at-home order effective until April 6.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 12:17,Illinois,2020-03-17,State-wide,,,,,,Schools closed,,,"""All schools in Illinois will be closed for two weeks starting March 17.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:38,Kansas,2020-03-17,"Jackson, Johnson, Kansas City",,,,Banned gatherings of a certain size,10,,Bar and dine-in restaurant closed (except take-out and delivery),,"""Johnson County, Kansas and the Unified Government of Wyandotte County, Kansas and Kansas City, Kansas, partnering with local governments in Missouri; Jackson County, Missouri and Kansas City, Missouri, announced a ban on gatherings of over 10 people, effective immediately, as well as the closing of all bars, restaurants, and theaters for 15 days effective March 17.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kansas
4/11/20 14:41,Kentucky,2020-03-17,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""March 17 – Beshear announced the closure of all public-facing businesses that do not provide a specific set of ""essential services"", effective at 5:00 pm on March 18. Among the businesses required to close were community centers, hair salons, spas, gyms, concert venues, and sports venues.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic and https://wfpl.org/live-coverage-coronavirus-in-the-louisville-area/
4/14/20 9:52,Massachusetts,2020-03-17,State-wide,,,,Banned gatherings of a certain size,25,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 15, Governor Baker banned all public gatherings of over 25 people, closed all K–12 public schools from March 17 through April 7, and banned on-site service at bars and restaurants for the same period.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Massachusetts#Government_response
4/14/20 10:01,Michigan,2020-03-17,State-wide,,,,Banned gatherings of a certain size,50,,,,"""Effective March 17, this threshold was reduced to 50 people.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:11,Minnesota,2020-03-17,State-wide,,,,,,,,Non-essential businesses closed,"""Governor Tim Walz announces in Executive Order 20-04 that all non-essential businesses close until March 27, 2020, citing the first confirmed case of community spread, detected the previous day, as his cause for this action.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Minnesota#Government_response
4/14/20 14:08,Nevada,2020-03-17,State-wide,,,,Suggested limiting of gatherings,,,,Non-essential businesses closed,"""On March 17, Governor Steve Sisolak ordered all non-essential businesses closed for 30 days.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-403 and https://nvhealthresponse.nv.gov/wp-content/uploads/2020/04/Directive-013-Release-Guidance-Directive.pdf
4/14/20 14:36,New York,2020-03-17,New York City,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""New York City Mayor de Blasio also announced that all schools, bars, and restaurants in the city were to be closed starting 9 a.m. on March 17, except for food takeout and delivery.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_New_York_(state)#Government_response
4/14/20 16:53,North Carolina,2020-03-17,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 17, Governor Cooper ordered all of the state's bars and restaurants to suspend dine-in service""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:09,Rhode Island,2020-03-17,State-wide,,,,Banned gatherings of a certain size,25,,Bar and dine-in restaurant closed (except take-out and delivery),,"""March 17, Bars and dine-in restaurants closed..."" and """"March 17, ... crowds of 25 or more people banned.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:53,South Carolina,2020-03-17,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),,"On March 17, Governor McMaster issues an executive order requiring the mandatory shutdown of dine-in service in restaurants and bars.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:06,South Carolina,2020-03-17,State-wide,,,,"Suggested limiting of gatherings, Banned gatherings of a certain size",50,,,,"“The order also includes the delay of state tax deadlines until June 1, the general request of state agencies to waive any restrictive regulations in order to move faster to address the virus, and also prohibits gatherings of more than 50 people at publicly-owned facilities.”",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response
4/13/20 12:20,Vermont,2020-03-17,State-wide,,,,,,,,Some (cherry-picked) businesses closed,"""The governor's order defines ""essential"" persons as healthcare providers, criminal justice personnel; public health employees; firefighters; Vermont National Guard personnel; other first responders and state employees; and staff and providers of necessary childcare services.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 12:09,Virginia,2020-03-17,State-wide,,,,Banned gatherings of a certain size,10,,,,"""On March 17, Northam banned a gathering of more than ten people in restaurants, fitness centers, and theaters""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 11:22,Wisconsin,2020-03-17,State-wide,,,,Banned gatherings of a certain size,10,,,,"""On March 17, a statewide ban of all gatherings with more than 10 people was announced by the governor.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Wisconsin#Government_response
4/10/20 14:42,Alabama,2020-03-18,State-wide,,,,Banned gatherings of a certain size,50,Schools closed,,,"""On March 12, all schools were closed from March 18 until April 6"" and ""On March 18, statewide health order prohibited all non-work related gatherings of 25+ persons or any non-work related gatherings that cannot maintain consistent six-foot spacing between people.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama
4/10/20 15:12,Alaska,2020-03-18,State-wide,,,,,,,Bar and dine-in restaurant closed (except take-out and delivery),Some (cherry-picked) businesses closed,"""Effective March 18, restaurants were restricted to take-out and delivery, and entertainment venues such as movie theaters and gyms were closed.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alaska
4/11/20 10:37,Colorado,2020-03-18,San Miguel,,,Shelter-in-place order,,,,,,"""San Miguel County imposed a stay-at-home order effective March 18 through April 3 at the earliest.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
