Timestamp,State,Effective Date,Coverage,State of Emergency Declaration,Travel Restrictions,Shelter-in-place Order,Gathering Limitations,Banning Gatherings of a Certain Size,K-12 School Closure,Bar and Dine-in Restaurant Closure,Non-essential Businesses Closure,Details (if any) ,Reference links
4/13/20 12:43,Texas,2020-03-30,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Abbott issued an executive order that ordered everyone in the state of Texas to stay home except for essential activities. However, he refused to label the order as a stay-home-order, arguing that such labels leave the wrong impression.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Texas#Government_response
4/13/20 12:21,Vermont,2020-03-30,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""On March 30, Governor Scott imposed quarantine restrictions on travelers arriving in Vermont.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 12:11,Virginia,2020-03-30,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Governor Northam issued a statewide stay-at-home order effective March 30 through June 10 unless amended or rescinded by a further executive order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/13/20 10:54,Wyoming,2020-03-30,Teton,,,,Suggested limiting of gatherings,,,,,"""New health order limits gatherings to households only""",https://buckrail.com/new-health-order-limits-gatherings-to-households-only/
4/10/20 15:23,Arizona,2020-03-31,State-wide,,,Shelter-in-place order,,,,,,"""On March 30, Gov. Ducey issued a statewide stay at home order to stop the spread of new coronavirus, barring Arizonans from leaving their residences except for food, medicine, and other essentials. The order took effect at the close of business March 31.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Arizona
4/11/20 11:16,Florida,2020-03-31,Sumter,,,Shelter-in-place order,,,,,,"""On March 31, Sumter County issued a stay-at-home order effective through April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:58,Maine,2020-03-31,State-wide,,,Shelter-in-place order,,,,,,"""On March 31, Governor Mills issued a statewide stay-at-home order effective April 2 until April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:23,Mississippi,2020-03-31,"Lauderdale, Meridian",,,Shelter-in-place order,,,,,,"""March 31 – Governor Reeves issued a shelter-in-place order for Lauderdale County effective March 31 through April 14."" and ""Meridian responded with its own shelter-in-place order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:35,Missouri,2020-03-31,Gascondale and Lafayette,,,Shelter-in-place order,,,,,,"""Gasconade County issued a stay-at-home order effective March 31 until April 16."" and ""Lafayette County issued a stay-at-home order effective March 31 through April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:01,Nebraska,2020-03-31,"Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 31, Governor Ricketts issued the State's sixth and seventh COVID-19 related Directed Health Measures (DHMs) that included Adams, Buffalo, Clay, Dawson, Franklin, Gosper, Harlan, Kearney, Nuckolls, Phelps, and Webster counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/20 18:46,Pennsylvania,2020-03-31,"Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset",,,Shelter-in-place order,,,,,,"""On March 31, the order was revised to include Cameron, Crawford, Forest, Franklin, Lawrence, Lebanon, and Somerset counties.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 10:56,Wyoming,2020-03-31,Jackson,,,,Suggested limiting of gatherings,,,,,"""Following a newly-approved county-wide Public Health Order that prohibits public or private gatherings with anyone outside your household, Jackson town councilors voted this morning to repeal the emergency stay-at-home ordinance passed last Saturday.""",https://buckrail.com/town-repeals-emergency-stay-at-home-order-in-favor-of-county-order/
4/11/20 11:17,Florida,2020-04-01,State-wide,,,Shelter-in-place order,,,,,,"""On April 1, Governor DeSantis issued a statewide stay-at-home order effective April 2 until April 30.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 11:51,Georgia,2020-04-01,Clayton and Fulton,,,Shelter-in-place order,,,,,,"""On March 31, Clayton County issued a shelter-in-place order for unincorporated parts of the county effective April 1 through April 12 at the earliest."" and ""On April 1, Fulton County issued a stay-at-home order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/11/20 14:42,Kentucky,2020-04-01,State-wide,,"Travel restrictions for out of state travelers, Border closures",,,,,,,"""April 1 – Gov. Beshear ordered Kentucky residents not to leave the state and imposed a 14-day self-quarantine on those who return from out of state.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:18,Mississippi,2020-04-01,State-wide,,,Shelter-in-place order,,,,,,"""On April 1, an additional executive order was issued by the Governor, announcing a state-wide shelter-in-place order, requiring all non-essential businesses to close and overrides previous allowances for dine-in services in restaurants made in the March 24 executive order.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mississippi
4/14/20 10:36,Missouri,2020-04-01,"Maryville, Crawford, Johnson, and Dade",,,Shelter-in-place order,,,,,,"""On March 29, Maryville issued a shelter-in-place order effective April 1 through April 14 at the earliest."" and ""On March 31, Crawford County issued a shelter-in-place order effective April 1 through April 30."" and ""Johnson County issued a stay-at-home order effective April 1 through April 30."" and ""Dade County issued a stay-at-home order effective April 1 through April 24.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:01,Nebraska,2020-04-01,"Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On April 1, Governor Ricketts announced the State's eighth COVID-19 related Directed Health Measure (DHM) that included Antelope, Arthur, Boyd, Brown, Cherry, Holt, Hooker, Keya Paha, Knox, Lincoln, Logan, McPherson, Pierce, Rock, and Thomas counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/14/20 17:50,Oklahoma,2020-04-01,"Lawton, Broken Arrow, and Owasso",,,Shelter-in-place order,,,,,,"""March 31 – Lawton issued a shelter-in-place order effective April 1."" and ""Broken Arrow issued a shelter-in-place order effective April 1."" and ""April 1 – Owasso issued a shelter-in-place order effective April 1 until April 14.",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:47,Pennsylvania,2020-04-01,State-wide,,,Shelter-in-place order,,,,,,"""On April 1, Governor Wolf added the remaining 34 counties to the order, placing all of Pennsylvania under a stay-at-home order.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:03,South Carolina,2020-04-01,State-wide,,,,,,,,Non-essential businesses closed,"""April 1: The Governor orders all non-essential businesses closed temporarily.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response
4/13/20 12:15,Utah,2020-04-01,Davis,,,Shelter-in-place order,,,,,,"""On April 1, Davis County issued a stay-at-home order effective April 1 through May 1""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/11/20 11:32,Georgia,2020-04-02,State-wide,,,Shelter-in-place order,,,,,,"""On April 2, a statewide shelter in place order was announced.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response
4/14/20 10:38,Missouri,2020-04-02,Stoddard and Pulaksi,,,Shelter-in-place order,,,,,,"""On April 2, Pulaski County issued a stay-at-home order effective April 2 through April 30."" and ""Stoddard County issued a stay-at-home order effective April 2 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 18:00,South Carolina,2020-04-02,Mount Pleasant,,,Shelter-in-place order,,,,,,"""On April 1, Mount Pleasant issued a stay-at-home order effective April 2 until April 15.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/13/20 12:32,Tennessee,2020-04-02,State-wide,,,Shelter-in-place order,,,,,,"""On April 2, Governor Lee issued a statewide stay-at-home order effective through April 14.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#cite_note-764
4/14/20 10:39,Missouri,2020-04-03,"St. Francois, Linn, and Osage",,,Shelter-in-place order,,,,,,"""On March 30, St. Francois County issued a stay-at-home order effective April 3."" and ""On April 1, Linn County issued a stay-at-home order effective April 3 to 24."" and ""Earlier, Osage County issued a stay-at-home order effective April 3 until May 1.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 14:02,Nebraska,2020-04-03,State-wide,,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On April 3, State Directed Health Measures (DHMs) were issued to cover all 93 counties in the state until May 11""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
4/10/20 15:01,Alabama,2020-04-04,State-wide,,,Shelter-in-place order,,,,,,"""On April 3, Governor Ivey issued a statewide stay-at-home order effective April 4 until April 30.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Alabama
4/14/20 10:40,Missouri,2020-04-04,Vernon and Scott,,,Shelter-in-place order,,,,,,"""Vernon County issued a stay-at-home order effective April 4 until April 25."" and ""Scott County issued a stay-at-home order effective April 4 until further notice.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 17:51,Oklahoma,2020-04-04,Moore,,,Shelter-in-place order,,,,,,April 3 – Moore issued a shelter-in-place order effective April 4 to April 29.,https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 10:41,Missouri,2020-04-05,Pike,,,Shelter-in-place order,,,,,,"""Pike County issued a stay-at-home order effective April 5 through April 30""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 10:41,Missouri,2020-04-06,State-wide,,,Shelter-in-place order,,,,,,"""On April 3, Governor Parson issued a statewide stay-at-home order effective April 6 through April 24.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic
4/14/20 17:52,Oklahoma,2020-04-06,Claremore and Guthrie,,,Shelter-in-place order,,,,,,"""April 5 – Claremore issued a stay-at-home order effective April 6 through April 30."" and ""April 6 – Guthrie issued a shelter-in-place order requiring cloth facemasks outdoors, effective April 6 through May 5.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 18:02,South Carolina,2020-04-07,State-wide,,,Shelter-in-place order,,,,,,"""On April 6, South Carolina governor Henry McMaster issued a statewide ""home or work"" order which goes into effect Tuesday at 5 p.m.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 17:25,North Dakota,2020-04-08,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""The state government issued a quarantine order, requiring most individuals to self-quarantine for 14 days upon return to North Dakota from other states or countries with high levels of transmission""",https://www.health.nd.gov/sites/www/files/documents/Files/MSS/coronavirus/2020-4-8%20SHO%20Amended%20Confinement%20Order%202020-02.1.pdf and https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Dakota#cite_note-4
4/14/20 17:53,Oklahoma,2020-04-08,El Reno,,,Shelter-in-place order,,,,,,"""April 8 – El Reno issued a shelter-in-place order requiring cloth facemasks outdoors, effective April 8.""",https://en.wikipedia.org/wiki/U.S._state_and_local_government_response_to_the_2020_coronavirus_pandemic#North_Carolina
4/14/20 13:59,Nebraska,2020-04-28,"Butler, Hall, Hamilton, Merrick, Polk, Seward, and York",,,,Banned gatherings of a certain size,10,Schools closed,Bar and dine-in restaurant closed (except take-out and delivery),,"""On March 28, Governor Ricketts announced the state's third COVID-19 related Directed Health Measure (DHM) that included Butler, Hall, Hamilton, Merrick, Polk, Seward, and York counties.""",https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Nebraska
5/8/20 16:06,Alabama,2020-05-01,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""People are encouraged to stay at home and practice good sanitation procedures but the stay-at-home order is lifted. All retail stores will be allowed to reopen, subject to sanitation and social-distancing guidelines. Occupancy will be limited to 50 percent. Restaurants, bars and breweries remain limited to take-out, curbside or delivery. Non work-related gatherings of 10 people or more are prohibited. Entertainment venues, such as night clubs, theaters and bowling alleys will be closed. Athletic facilities such as gyms will be closed. Close-contact service providers such as barber shops, hair salons, nail salons, gyms and tattoo service will remain closed.""",https://www.al.com/news/2020/04/gov-kay-ivey-press-conference-on-plans-for-reopening-alabama-watch-live.html
5/28/20 10:00,Alabama,2020-05-11,State-wide,,,,Banning gatherings lifted,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Ivey later announced a second amended order that applied statewide from May 11 to May 22. It permitted restaurants to open at a 50% occupancy rate with six feet of spacing between tables. Personal care services like barber shops and salons can operate according to state protocols. Gyms, athletic facilities and athletic classes can resume under strict sanitation and social distancing guidelines"" and ""The amended Safer at Home order removes the 10 person limit on non-work gatherings, including those at beaches. People are still required to maintain six feet of distance from non-household members.",
5/8/20 16:20,Alaska,2020-04-24,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,20,,Bar and dine-in restaurant open with extra requirements,Non-essential businesses allowed to operate possibly with extra requirements,"""... restaurants were permitted to reopen for dine-in service statewide. ... Restaurants can only be filled to 25% of their capacity at once. Alaskans aren’t being asked to stay home anymore, according to the new statewide mandate that took effect Friday and allows for small religious, social and other gatherings. Indoor and outdoor gatherings are limited to 20 people... Retail: Only 20 people or 25% of the store’s capacity, whichever number is smaller, can be in the store at once. All employees need to wear cloth face coverings... The state and the municipality released an extensive list of personal care services that can launch back into motion under specific restrictions, including hair salons, barber shops, nail salons... Workout and fitness classes can take place outside, according to the state’s guidelines... Though travel around the state was previously banned, Alaskans can now drive to different communities on the road system... Non-essential, non-public-facing businesses (like law firms or marketing offices): Desks or work stations need to be at least 6 feet apart. "" ",https://www.adn.com/alaska-news/2020/04/25/what-the-reopening-looks-like-under-plans-from-anchorage-and-the-state-of-alaska/
5/8/20 16:25,Arizona,2020-05-08,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Barbershops and salons can resume hair, nail, waxing and other services by appointment Friday if they limit occupancy, implement social distancing measures, up sanitation protocols and provide cloth masks to employees, the governor said.""",https://www.azcentral.com/story/news/local/arizona-health/2020/05/04/arizona-salons-can-reopen-may-8-dine-restaurants-may-11/3080788001/
5/8/20 16:25,Arizona,2020-05-11,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""On Monday, restaurants and coffee shops can start offering dine-in service. They must also limit occupancy and physically distance diners, in addition to checking employees for COVID-19 symptoms before their shifts.""",https://www.azcentral.com/story/news/local/arizona-health/2020/05/04/arizona-salons-can-reopen-may-8-dine-restaurants-may-11/3080788001/
5/28/20 10:09,Arizona,2020-05-15,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The stay-at-home order was replaced on May 16 by an executive order outlining guidance for the next phase of economic recovery. More sectors can reopen incrementally in line with guidance for employers and individuals.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state
5/8/20 16:27,Arkansas,2020-05-11,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Arkansas restaurants may reopen their dining rooms on Monday, May 11, Gov. Asa Hutchinson announced Wednesday. Restaurants may only seat 33 percent of their total occupancy when they initially reopen, the governor said.""",https://www.baxterbulletin.com/story/news/local/2020/04/29/arkansas-restaurants-reopening-plan-coronavirus-covid-19-updates-cases-deaths/3048197001/
5/10/20 9:47,Arkansas,2020-05-04,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Among the requirements for gyms and athletic clubs are spacing patrons 12 feet apart, ensuring employees and patrons wear cloth masks except while actively exercising, making hand sanitizer available and sanitizing equipment between each use. Use of showers, pools, spas and saunas is still banned under the requirements.""",https://www.arkansasonline.com/news/2020/apr/30/watch-live-130-gov-speak-coronavirus-response-case/
5/28/20 10:12,Arkansas,2020-05-18,State-wide,,,,,,,,Non-essential businesses allowed to operate possibly with extra requirements,"""Hutchinson: Starting Monday, May 18th all retailers are open with phase I restrictions specific to their industry under @ADHPIO guidelines. As we move towards next phases I encourage everyone to continue the basic safety measures to keep everyone safe while Arkansas is ready for business.""",https://twitter.com/AsaHutchinson/status/1261451204753674240?s=20
5/28/20 14:09,California,2020-05-12,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Starting May 12, restaurants and shopping centers were allowed to open in counties that meet certain criteria.""",https://www.latimes.com/projects/california-coronavirus-cases-tracking-outbreak/reopening-across-counties/ and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html and https://covid19.ca.gov/roadmap-counties/
5/10/20 9:50,Colorado,2020-04-27,State-wide,,,Shelter-in-place order lifted,,,,,,"""Stay-at-home order expired on April 26. Gov. Jared Polis, a Democrat, asked Colorado to transition to a safer at home approach, in which retail businesses could open for curbside pickup and real estate showings could resume.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/10/20 9:51,Colorado,2020-05-01,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Retail and personal services can open (if implementing best practices).""",https://covid19.colorado.gov/safer-at-home
5/10/20 9:52,Colorado,2020-05-04,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Non-critical offices can reopen (if implementing best practices and lower density).""",https://covid19.colorado.gov/safer-at-home
5/28/20 10:47,Colorado,2020-05-27,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Beginning on May 27, restaurants will be able to open for in-person dining at 50% capacity of the indoor posted occupancy code limit, but they can not exceed 50 people, whichever is less. They are also encouraged to provide as much outdoor services as possible. Bars will remain closed.""",https://www.colorado.gov/governor/news/governor-polis-issues-guidance-restaurants-summer-camps-and-private-camping
5/28/20 13:53,Connecticut,2020-05-20,State-wide,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""During the first stage, masks will be required for most activities."" and ""The following businesses would be allowed to reopen on May 20: Eateries would be limited to outdoor seating with no access to their bars. "" and ""Retail stores: This would include smaller stores that can be found in downtown areas across the state. "" and ""Offices: Officials said they recognize that there is some need for a group of employees to go back into offices.""",https://www.courant.com/coronavirus/hc-news-coronavirus-reopen-ct-plan-20200430-eadahcvhgzb5bosk3zohbiksdu-story.html
5/10/20 9:56,Florida,2020-05-04,Selected counties,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""DeSantis said restaurants and retail spaces could let customers inside, but only at 25% capacity, and people must adhere to social distancing guidelines from the US Centers for Disease Control and Prevention. Restaurants can offer outdoor seating if tables are 6 feet apart. Movie theaters can't reopen yet. Bars, fitness centers and places that offer personal services, likes hair styling, also will open later.""
",https://www.cnn.com/2020/04/29/us/florida-reopening-coronavirus/index.html
5/28/20 11:16,Florida,2020-05-11,Palm Beach ,,,Shelter-in-place order,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Palm Beach County entered Phase 1 on May 11.""",https://www.npr.org/847415273
5/28/20 11:16,Florida,2020-05-18,Miami Dade County,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Miami-Dade and Broward counties were approved to enter Phase 1 on May 18.""",https://www.npr.org/847415273
5/28/20 11:16,Florida,2020-05-18,Broward County,,,Shelter-in-place order lifted,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Miami-Dade and Broward counties were approved to enter Phase 1 on May 18.""",https://www.npr.org/847415273
5/10/20 18:15,Georgia,2020-04-24,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Kemp announced on April 20 that gyms, fitness centers, bowling alleys, body art studios, barbers, cosmetologists, hair designers, nail care artists, aestheticians, and massage therapists could reopen for business on April 24. """,https://www.npr.org/847415273
5/10/20 18:16,Georgia,2020-04-27,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Theaters, private social clubs and restaurant dine-in services may reopen beginning April 27. Kemp announced that drive-in movies can operate if they comply with the directives of the shelter-in-place order. An April 27 executive order provides additional guidance for food service establishments, bowling alleys and theaters.""",https://www.npr.org/847415273
5/10/20 18:16,Georgia,2020-04-30,State-wide,,,Shelter-in-place order lifted,,,,,,"""Gov. Brian Kemp issued a statewide shelter-in-place order on April 3, which expired on April 30.""",https://www.npr.org/847415273
5/10/20 18:23,Hawaii,2020-05-07,State-wide,,,,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""The following businesses and operations can reopen as of May 7: non-food agriculture, auto dealerships, car washes, licensed child care services, pet grooming services, observatories, retail, repair services and shopping malls. They must follow specific social distancing protocols.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#hawaii
5/10/20 18:28,Idaho,2020-05-01,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,,,,Non-essential businesses allowed to operate possibly with extra requirements,"""Stay-at-home order expired on April 30. Idaho entered Stage 1 of reopening on May 1. In this period, 90 percent of businesses can resume operations and must follow physical distancing and sanitation protocols. People should avoid gatherings of any size and nonessential travel, and should continue teleworking if possible. If the state meets certain criteria, Stage 2 will begin on May 16.""",https://www.npr.org/2020/05/01/847416108/west-coronavirus-related-restrictions-by-state#hawaii and https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/28/20 11:28,Idaho,2020-05-15,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,"""Restaurant dining rooms can open once their plans have been submitted for approval by local public health districts.""",https://rebound.idaho.gov/stages-of-reopening/
5/28/20 11:44,Illinois,2020-05-01,State-wide,,,,,,,,,"""Beginning on May 1, individuals will be required to wear a face-covering or a mask when in a public place where they can't maintain a six-foot social distance,"" and ""Essential businesses and manufacturers will be required to provide face-coverings to all employees who are not able to maintain six-feet of social distancing,""",https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21459
5/10/20 18:34,Indiana,2020-05-04,Selected counties (based on specific metrics),,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""On May 1, Holcomb announced a five-phased ""Back on Track"" plan to gradually lift restrictions in most of the state. Local governments can impose more restrictive guidelines. All but three counties moved to the second phase on May 4. """,https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state and https://twitter.com/GovHolcomb/status/1257679824220495873?s=20
5/10/20 18:34,Indiana,2020-05-11,Lake County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state
5/10/20 18:34,Indiana,2020-05-11,Marion County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state
5/28/20 11:40,Indiana,2020-05-18,Cass County,,,Shelter-in-place order lifted,Banned gatherings of a certain size,25,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Phase two of the plan began on May 11 for Lake and Marion counties, and started May 18 for Cass County.""",https://www.npr.org/847413697#indiana
5/28/20 11:42,Indiana,2020-05-11,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,,See Table,https://twitter.com/GovHolcomb/status/1257679824220495873/photo/1
5/10/20 18:37,Iowa,2020-05-08,State-wide,,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""She later allowed certain businesses to reopen in the remaining counties on May 8.""",https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/10/20 18:37,Iowa,2020-05-01,Selected counties (based on specific metrics),,,,,,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Gov. Kim Reynolds, a Republican, loosened restrictions in 77 of the state's 99 counties starting May 1, allowing restaurants, stores and gyms to reopen. """,https://www.nytimes.com/interactive/2020/us/states-reopen-map-coronavirus.html
5/10/20 18:39,Kansas,2020-05-04,State-wide,,,Shelter-in-place order lifted,Banned gatherings of a certain size,10,,Bar and dine-in restaurant open with extra requirements,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Under phase one of the plan, the statewide stay-at-home order is lifted but mass gatherings are limited to a maximum of 10 people. Restaurants, libraries and child care facilities can open, and must adhere to social distancing guidelines. Bars, nightclubs, fitness centers, hair salons, barber shops and public swimming pools remain closed.""",https://www.npr.org/2020/05/01/847413697/midwest-coronavirus-related-restrictions-by-state
5/28/20 12:03,Kansas,2020-05-22,State-wide,,,,Banned gatherings of a certain size,30,,,,"""Mass gatherings of no more than 30 individuals allowed.""",https://governor.kansas.gov/wp-content/uploads/2020/04/Reopen-Kansas-Framework.pdf
5/10/20 18:20,Kentucky,2020-05-11,State-wide,,,Shelter-in-place order lifted,,,,,Some (cherry-picked) businesses closed; others allowed to operate possibly with extra requirements,"""Under Beshear's plan to reopen Kentucky's economy, people must wear masks in public when they visit businesses, starting on May 11. On May 11, manufacturing, construction, vehicle and vessel dealerships, pet grooming and boarding, and spectator-free horse racing are slated to restart if they meet minimum and industry-specific requirements. Professional services may resume at 50% of their pre-pandemic capacity.""",https://www.npr.org/847415273
5/10/20 18:21,Kentucky,2020-05-06,State-wide,,Travel restrictions for out of state travelers,,,,,,,"""Beshear issued an executive order adjusting travel restrictions. Any individual entering the state ""with the intent to stay"" must self-quarantine for 14 days, with certain exceptions. The order continues to ban anyone with a positive or presumptive positive case of COVID-19 from entering the state, except as ordered for medical treatment. It also continues social distancing requirements for public transit riders.""",https://www.npr.org/847415273
